Year,Position,AlbumTitle,AlbumArtist,RoviAlbumID
2011,115,GOODBYE LULLABY,Avril Lavigne,MW0002091130
2011,116,5,Nelly,
2011,117,THE KING IS DEAD,The Decemberists,MW0002080056
2011,118,LAST TRAIN TO PARIS,Diddy - Dirty Money,MW0002002503
2011,119,LOVE?,Jennifer Lopez,
2011,120,NUMBER ONES,Michael Jackson,MW0000321760
2011,121,AWAKE,Skillet,MW0000826773
2011,122,NOEL,Josh Groban,
2011,123,HELPLESSNESS BLUES,Fleet Foxes,MW0002110425
2011,124,PLANET PIT,Pitbull,MW0002071134
2011,125,FINALLY FAMOUS,Big Sean,MW0002113242
2011,126,STRONGER,Kelly Clarkson,MW0002210794
2011,127,GLORY IN THE HIGHEST: CHRISTMAS SONGS OF WORSHIP,Chris Tomlin,MW0000827984
2011,128,34 NUMBER ONES,Alan Jackson,MW0002052204
2011,129,HERE FOR A GOOD TIME,George Strait,"MW0002185496
MW0002186574"
2011,130,DANGER DAYS: THE TRUE LIVES OF THE FABULOUS KILLJOYS,My Chemical Romance,MW0002057761
2011,131,SO BEAUTIFUL OR SO WHAT,Paul Simon,MW0002093006
2011,132,SORRY FOR PARTY ROCKING,LMFAO,"MW0002146739 
MW0002328741"
2011,133,NIGHTMARE,Avenged Sevenfold,MW0002008469
2011,134,MAN ON THE MOON II: THE LEGEND OF MR. RAGER,Kid Cudi,
2011,135,THE KING OF LIMBS,Radiohead,MW0002114074
2011,136,LOVESTRONG.,Christina Perri,
2011,137,UNTIL THE WHOLE WORLD HEARS,Casting Crowns,MW0001324075
2011,138,NEIGHBORHOODS,Blink-182,MW0002210605
2011,139,SCIENCE & FAITH,The Script,MW0002036520
2011,140,NOW THAT'S WHAT I CALL CHRISTMAS! 4,Various Artists,
2011,141,EVANESCENCE,Evanescence,MW0002202537
2011,142,AMERICAN TRAGEDY,Hollywood Undead,MW0002114339
2011,143,CODES AND KEYS,Death Cab For Cutie,MW0002115023
2011,144,NEON,Chris Young,MW0002154525
2011,145,CURTAIN CALL: THE HITS,Eminem,MW0000673369
2011,146,THOMPSON SQUARE,Thompson Square,MW0002095212
2011,147,"""GLEE, THE MUSIC PRESENTS: THE WARBLERS """,Soundtrack,
2011,148,A MERRY LITTLE CHRISTMAS (EP),Lady Antebellum,
2011,149,LEGEND: THE BEST OF BOB MARLEY AND THE WAILERS,Bob Marley And The Wailers,
2011,150,HITS ALIVE,Brad Paisley,MW0002030894
2011,151,CHRONICLE THE 20 GREATEST HITS,Creedence Clearwater Revival,
2011,152,HOLDING ONTO STRINGS BETTER LEFT TO FRAY,Seether,"MW0002131230
MW0002703120"
2011,153,BARTON HOLLOW,The Civil Wars,MW0002103142
2011,154,4X4=12,deadmau5,MW0002066896
2011,155,AMBITION,Wale,MW0002227852
2011,156,SOMEONE TO WATCH OVER ME,Susan Boyle,MW0002216418
2011,157,THE R.E.D. ALBUM,Game,
2011,158,JUST CHARLIE,Charlie Wilson,MW0002073627
2011,159,ENDGAME,Rise Against,MW0002110265
2011,160,INTIMACY: ALBUM III,Kem,
2011,161,CAROLINA,Eric Church,"MW0000812272
MW0001970845"
2011,162,2011 GRAMMY NOMINEES,Various Artists,MW0002082975
2011,163,ALL OF YOU,Colbie Caillat,MW0000550301
2011,164,TAYLOR SWIFT,Taylor Swift,MW0000736522
2011,165,NOW THAT'S WHAT I CALL COUNTRY: VOLUME 4,Various Artists,
2011,166,TOWN LINE (EP),Aaron Lewis,
2011,167,ALL THE WOMEN I AM,Reba,
2011,168,...FEATURING,Norah Jones,
2011,169,BACK TO BLACK,Amy Winehouse,"MW0000736522
MW0001231425"
2011,170,LOVE ME BACK,Jazmine Sullivan,MW0002035850
2011,171,HERE I AM,Kelly Rowland,MW0002173044
2011,172,FOUR THE RECORD,Miranda Lambert,MW0002186259
2011,173,THE BEST OF LYNYRD SKYNYRD: 20TH CENTURY MASTERS THE MILLENNIUM COLLECTION,Lynyrd Skynyrd,
2011,174,AMERICAN IDOL SEASON 10 HIGHLIGHTS: SCOTTY MCCREERY (EP),Scotty McCreery,
2011,175,1,The Beatles,MW0000096318
2011,176,PLAY ON,Carrie Underwood,MW0001504919
2011,177,UKULELE SONGS,Eddie Vedder,MW0002130104
2011,178,TURTLENECK & CHAIN,The Lonely Island,"MW0002130105
MW0002173775"
2011,179,WAR IS THE ANSWER,Five Finger Death Punch,MW0000825609
2011,180,"""GLEE, THE MUSIC: SEASON TWO VOLUME 6""",Soundtrack,
2011,181,FARMER'S DAUGHTER,Crystal Bowersox,MW0002070884
2011,182,HALFWAY TO HEAVEN,Brantley Gilbert,MW0001965977
2011,183,CRAZY LOVE,Michael Buble,
2011,184,WHAT SEPARATES ME FROM YOU,A Day To Remember,MW0002057991
2011,185,A CHRISTMAS CORNUCOPIA,Annie Lennox,MW0002057991
2011,186,WHAT MATTERS MOST,Barbra Streisand,MW0002055861
2011,187,UNBROKEN,Demi Lovato,MW0002210713
2011,188,A CHARLIE BROWN CHRISTMAS (SOUNDTRACK),Vince Guaraldi Trio,
2011,189,FLOCKAVELI,Waka Flocka Flame,MW0002041167
2011,190,COME TO THE WELL,Casting Crowns,MW0002206074
2011,191,AMERICAN CAPITALIST,Five Finger Death Punch,MW0002199811
2011,192,ANGLES,The Strokes,MW0002107781
2011,193,THE TAYLOR SWIFT HOLIDAY COLLECTION (EP),Taylor Swift,
2011,194,NOW 35,Various Artists,
2011,195,THE BEST OF ERIC CLAPTON: 20TH CENTURY MASTERS THE MILLENNIUM COLLECTION,Eric Clapton,
2011,196,MAYBACH MUSIC GROUP PRESENTS: SELF MADE: VOL. I,Various Artists,
2011,197,GREATEST HITS VOLUME 1,Rascal Flatts,
2011,198,"""IF NOT NOW, WHEN?""",Incubus,
2011,199,THE MARSHALL MATHERS LP,Eminem,MW0000062949
2011,200,THE PROMISE,Bruce Springsteen,MW0002043949
