Year,Position,AlbumTitle,AlbumArtist,RoviAlbumID
2013,37,YEEZUS,Kanye West,MW0002554883
2013,38,I AM NOT A HUMAN BEING II,Lil Wayne,MW0002439810
2013,39,REBEL SOUL,Kid Rock,MW0002428080
2013,40,THE 20/20 EXPERIENCE (2 OF 2),Justin Timberlake,
2013,41,BELIEVE,Justin Bieber,MW0002357910
2013,42,GREATEST HITS: CHAPTER ONE,Kelly Clarkson,
2013,43,UP ALL NIGHT,One Direction,MW0002246441
2013,44,THE GREAT GATSBY: MUSIC FROM BAZ LUHRMANN'S FILM,Soundtrack,
2013,45,SPRING BREAK... HERE TO PARTY,Luke Bryan,MW0002484795
2013,46,+,Ed Sheeran,
2013,47,CHIEF,Eric Church,MW0002165105
2013,48,MY HEAD IS AN ANIMAL,Of Monsters And Men,MW0002318622
2013,49,PRISM,Katy Perry,MW0002577862
2013,50,TROUBLE MAN: HEAVY IS THE HEAD,T.I.,MW0002446036
2013,51,BANGERZ,Miley Cyrus,MW0002577863
2013,52,SIGH NO MORE,Mumford & Sons,MW0001762194
2013,53,BORN TO DIE,Lana Del Rey,"MW0002241678
MW0002289310"
2013,54,NOW 45,Various Artists,
2013,55,PIONEER,The Band Perry,MW0002492107
2013,56,GOLDEN,Lady Antebellum,"MW0002512452
MW0002643722"
2013,57,ALL THAT ECHOES,Josh Groban,MW0002461794
2013,58,TWO LANES OF FREEDOM,Tim McGraw,MW0002474140
2013,59,SAVE ROCK AND ROLL,Fall Out Boy,MW0002492116
2013,60,LONG.LIVE.A$AP,A$AP Rocky,MW0002460483
2013,61,TRUE BELIEVERS,Darius Rucker,"MW0002465742
MW0002420723"
2013,62,CELEBRATION DAY,Led Zeppelin,MW0002423203
2013,63,NOW 46,Various Artists,
2013,64,PURE HEROINE,Lorde,MW0002574004
2013,65,TRILOGY,The Weeknd,MW0002422285
2013,66,ON THIS WINTER'S NIGHT,Lady Antebellum,MW0002419236
2013,67,O.N.I.F.C.,Wiz Khalifa,MW0002397077
2013,68,"CHEERS, IT'S CHRISTMAS",Blake Shelton,
2013,69,UNCAGED,Zac Brown Band,MW0002362119
2013,70,LIFE ON A ROCK,Kenny Chesney,MW0002491263
2013,71,PASSIONE,Andrea Bocelli,MW0002436319
2013,72,BELIEVE: ACOUSTIC,Justin Bieber,MW0002043948
2013,73,DOO-WOPS & HOOLIGANS,Bruno Mars,
2013,74,MODERN VAMPIRES OF THE CITY,Vampire Weekend,MW0002489977
2013,75,KIDZ BOP 23,Kidz Bop Kids,MW0002460782
2013,76,TEEN BEACH MOVIE,Soundtrack,
2013,77,LOVE IS EVERYTHING,George Strait,MW0002516766
2013,78,GLOBAL WARMING,Pitbull,MW0002349062
2013,79,EL CAMINO,The Black Keys,MW0002243314
2013,80,THE GIFTED,Wale,MW0002541704
2013,81,WOMAN TO WOMAN,Keyshia Cole,MW0002436189
2013,82,HAIL TO THE KING,Avenged Sevenfold,"MW0002561282
MW0002565179"
2013,83,NOW 47,Various Artists,
2013,84,2013 GRAMMY NOMINEES,Various Artists,MW0002471060
2013,85,BOYS & GIRLS,Alabama Shakes,MW0002301190
2013,86,13,Black Sabbath,MW0002480471
2013,87,SET YOU FREE,Gary Allan,MW0002471116
2013,88,NATIVE,OneRepublic,MW0002484790
2013,89,KALEIDOSCOPE DREAM,Miguel,MW0002413681
2013,90,THE TWILIGHT SAGA: BREAKING DAWN: PART 2,Soundtrack,
2013,91,THE WRONG SIDE OF HEAVEN AND THE RIGHTEOUS SIDE OF HELL: VOLUME 1,Five Finger Death Punch,
2013,92,WARRIOR,Ke$ha,MW0002428685
2013,93,NASHVILLE: SEASON 1: VOLUME 1,Soundtrack,
2013,94,DEMI,Demi Lovato,MW0002529176
2013,95,PARAMORE,Paramore,MW0002479086
2013,96,PARADISE VALLEY,John Mayer,MW0002560058
2013,97,FOUR THE RECORD,Miranda Lambert,MW0002186259
2013,98,CHRISTMAS WITH SCOTTY MCCREERY,Scotty McCreery,MW0002418507
2013,99,LIGHTNING BOLT,Pearl Jam,MW0002563197
2013,100,WHEELHOUSE,Brad Paisley,MW0002480129
2013,101,STARS DANCE,Selena Gomez,MW0002551764
2013,102,WOW HITS 2013,Various Artists,
2013,103,ARTPOP,Lady Gaga,MW0002573777
2013,104,SIDE EFFECTS OF YOU,Fantasia,MW0002489595
2013,105,THE CIVIL WARS,The Civil Wars,MW0002554625
2013,106,YOURS TRULY,Ariana Grande,MW0002565183
2013,107,THE LEGEND OF JOHNNY CASH,Johnny Cash,MW0000703513
2013,108,BASED ON A T.R.U. STORY,2 Chainz,MW0002403649
2013,109,KIDZ BOP 24,Kidz Bop Kids,MW0002545340
2013,110,LOVE AND WAR,Tamar Braxton,MW0002563279
2013,111,BURNING LIGHTS,Chris Tomlin,MW0002423075
2013,112,LEGEND: THE BEST OF BOB MARLEY AND THE WAILERS,Bob Marley And The Wailers,
2013,113,THE 2ND LAW,Muse,MW0002406726
2013,114,SAME TRAILER DIFFERENT PARK,Kacey Musgraves,MW0002484782
2013,115,PARADISE (EP),Lana Del Rey,
2013,116,INDICUD,Kid Cudi,MW0002505069
2013,117,LOTUS,Christina Aguilera,MW0002427099
2013,118,HALCYON,Ellie Goulding,MW0002411263
2013,119,BEST DAYS,Tamela Mann,MW0002406339
2013,120,ANNIE UP,Pistol Annies,MW0002513388
2013,121,CLOSER TO THE TRUTH,Cher,MW0002557335
2013,122,FROM HERE TO NOW TO YOU,Jack Johnson,MW0002558882
2013,123,JESUS PIECE,The Game,MW0002444295
2013,124,DUCK THE HALLS: A ROBERTSON FAMILY CHRISTMAS,The Robertsons,MW0002573094
2013,125,HARD 2 LOVE,Lee Brice,MW0002332670
2013,126,FUSE,Keith Urban,MW0002554862
2013,127,TEENAGE DREAM,Katy Perry,MW0002011446
2013,128,PRECIOUS MEMORIES: VOLUME II,Alan Jackson,
2013,129,RED RIVER BLUE,Blake Shelton,MW0002164920
2013,130,LOVE IN THE FUTURE,John Legend,MW0002562784
2013,131,HALFWAY TO HEAVEN,Brantley Gilbert,MW0001965977
2013,132,STANDING OVATION: THE GREATEST SONGS FROM THE STAGE,Susan Boyle,MW0002436882
2013,133,CAUGHT IN THE ACT: LIVE,Eric Church,MW0002492097
2013,134,THE BLESSED UNREST,Sara Bareilles,MW0002550402
2013,135,REFLEKTOR,Arcade Fire,MW0002581228
2013,136,WATCHING MOVIES WITH THE SOUND OFF,Mac Miller,MW0002542868
2013,137,MECHANICAL BULL,Kings Of Leon,MW0002569539
2013,138,WHAT ABOUT NOW,Bon Jovi,"MW0002483664
MW0002505403"
2013,139,GRRR!,The Rolling Stones,MW0002423573
2013,140,MY KINDA PARTY,Jason Aldean,MW0002045181
2013,141,...LIKE CLOCKWORK,Queens Of The Stone Age,MW0002540457
2013,142,OFF THE BEATEN PATH,Justin Moore,MW0002562775
2013,143,THREE KINGS,TGT,MW0002557795
2013,144,THE FOUNDATION,Zac Brown Band,MW0000802939
2013,145,JOURNEY'S GREATEST HITS,Journey,MW0000202354
2013,146,HESITATION MARKS,Nine Inch Nails,MW0002555061
2013,147,CHANNEL ORANGE,Frank Ocean,MW0002394636
2013,148,DREAMS OF FIREFLIES (ON A CHRISTMAS NIGHT) (EP),Trans-Siberian Orchestra,
2013,149,KING ANIMAL,Soundgarden,MW0002424110
2013,150,AN AWESOME WAVE,alt-J,MW0002338832
2013,151,KISS LAND,The Weeknd,MW0002560042
2013,152,RISE,Skillet,MW0002541599
2013,153,CEE LO'S MAGIC MOMENT,Cee Lo Green,
2013,154,FINALLY RICH,Chief Keef,MW0002444289
2013,155,TROUBLE WILL FIND ME,The National,MW0002525967
2013,156,LOADED: THE BEST OF BLAKE SHELTON,Blake Shelton,MW0002060931
2013,157,LA MISMA GRAN SENORA,Jenni Rivera,
2013,158,COME TO THE WELL,Casting Crowns,MW0002206074
2013,159,B.O.A.T.S. II #METIME,2 Chainz,
2013,160,"PEOPLE, HELL AND ANGELS",Jimi Hendrix,
2013,161,LINDSEY STIRLING,Lindsey Stirling,MW0002427648
2013,162,THE NEXT DAY,David Bowie,"MW0002477437
MW0002547916"
2013,163,MEGALITHIC SYMPHONY,AWOLNATION,MW0002110480
2013,164,TALK A GOOD GAME,Kelly Rowland,MW0002519388
2013,165,R.E.D,Ne-Yo,
2013,166,MIRACLE,Third Day,MW0002427104
2013,167,REBELLIOUS SOUL,K. Michelle,MW0002556078
2013,168,I WILL ALWAYS LOVE YOU: THE BEST OF WHITNEY HOUSTON,Whitney Houston,MW0002431419
2013,169,EYE ON IT,tobyMac,MW0002406330
2013,170,WRAPPED IN RED,Kelly Clarkson,MW0002578098
2013,171,19,Adele,MW0000786424
2013,172,UNDER THE MISTLETOE,Justin Bieber,MW0002232634
2013,173,WROTE A SONG FOR EVERYONE,John Fogerty,MW0002349081
2013,174,KOI NO YOKAN,Deftones,MW0002426695
2013,175,DOS!,Green Day,
2013,176,STAY TRIPPY,Juicy J,MW0002562303
2013,177,UP ALL NIGHT,Kip Moore,MW0002311971
2013,178,12-12-12 THE CONCERT FOR SANDY RELIEF,Various Artists,
2013,179,NOEL,Josh Groban,
2013,180,"LOVE, CHARLIE",Charlie Wilson,
2013,181,WOLF,"Tyler, The Creator",
2013,182,THE LOVE CLUB (EP),Lorde,
2013,183,NOW THAT'S WHAT I CALL COUNTRY VOLUME 6,Various Artists,
2013,184,CHRONICLE THE 20 GREATEST HITS,Creedence Clearwater Revival Featuring John Fogerty,
2013,185,PINK FRIDAY: ROMAN RELOADED,Nicki Minaj,MW0002290917
2013,186,HOTEL CALIFORNIA,Tyga,MW0002491602
2013,187,CALIFORNIA 37,Train,MW0002323801
2013,188,THE DEVIL PUT DINOSAURS HERE,Alice In Chains,MW0002499841
2013,189,3,Marc Anthony,
2013,190,OUR VERSION OF EVENTS,Emeli Sande,
2013,191,HOW COUNTRY FEELS,Randy Houser,"MW0002460477
MW0002389489"
2013,192,TAKE CARE,Drake,MW0002222795
2013,193,DREAMS AND NIGHTMARES,Meek Mill,MW0002404926
2013,194,THE HOBBIT: AN UNEXPECTED JOURNEY,Soundtrack,
2013,195,OUTLAW GENTLEMEN & SHADY LADIES,Volbeat,MW0002496292
2013,196,JOYAS PRESTADAS: POP,Jenni Rivera,
2013,197,EXCUSE MY FRENCH,French Montana,MW0002519713
2013,198,NOW 43,Various Artists,
2013,199,RECOVERY,Eminem,MW0001998774
2013,200,THE BEST OF ERIC CLAPTON: 20TH CENTURY MASTERS THE MILLENNIUM COLLECTION,Eric Clapton,
